"id","has_settlement","allegation_count","complaint_category"
"28007","0","9","Operation/Personnel Violations"
"28092","0","9","Conduct Unbecoming (Off-Duty)"
"28156","0","3","Illegal Search"
"28186","0","7","Operation/Personnel Violations"
"28289","0","4","Illegal Search"
"28461","0","4","Lockup Procedures"
"28821","0","7","Conduct Unbecoming (Off-Duty)"
"29294","0","3","Operation/Personnel Violations"
"29761","0","7","Operation/Personnel Violations"
"29810","0","9","Supervisory Responsibilities"
"30150","0","2","False Arrest"
"30427","0","1","Traffic"
"31372","0","2","Lockup Procedures"
"31535","0","1","False Arrest"
"31559","0","7","Operation/Personnel Violations"
"31626","0","20","Operation/Personnel Violations"
"32425","1","27","Illegal Search"
"32425","1","27","Illegal Search"
"110","0","8","Operation/Personnel Violations"
"190","0","20","Operation/Personnel Violations"
"275","0","13","Operation/Personnel Violations"
"343","0","4","Operation/Personnel Violations"
"902","0","24","Operation/Personnel Violations"
"1598","0","11","Use Of Force"
"1967","0","1","Use Of Force"
"2098","0","3","Operation/Personnel Violations"
"2349","0","1","Traffic"
"2987","0","7","Operation/Personnel Violations"
"3054","0","13","Operation/Personnel Violations"
"3196","0","17","Use Of Force"
"3366","0","30","Operation/Personnel Violations"
"3684","0","12","Use Of Force"
"3964","0","5","False Arrest"
"4006","0","8","Use Of Force"
"4116","0","1","Operation/Personnel Violations"
"4178","1","27","Operation/Personnel Violations"
"4656","0","8","Domestic"
"5495","0","1","Operation/Personnel Violations"
"5606","0","7","Operation/Personnel Violations"
"5751","0","1","Operation/Personnel Violations"
"5766","0","9","Operation/Personnel Violations"
"6474","0","1","Operation/Personnel Violations"
"6621","0","6","Operation/Personnel Violations"
"6830","0","3","Operation/Personnel Violations"
"7657","0","8","Operation/Personnel Violations"
"7803","0","8","Operation/Personnel Violations"
"8194","0","3","Operation/Personnel Violations"
"8213","0","1","False Arrest"
"8361","0","8","Operation/Personnel Violations"
"8690","0","1","Use Of Force"
"8802","0","20","Use Of Force"
"8886","1","7","Illegal Search"
"8970","0","5","Use Of Force"
"9000","0","18","Operation/Personnel Violations"
"9199","0","5","Operation/Personnel Violations"
"9343","0","5","Illegal Search"
"9554","0","2","Conduct Unbecoming (Off-Duty)"
"10055","0","9","Operation/Personnel Violations"
"10631","0","14","Use Of Force"
"11492","0","1","Operation/Personnel Violations"
"11642","0","3","Operation/Personnel Violations"
"11909","0","1","Use Of Force"
"11937","0","8","Operation/Personnel Violations"
"12389","0","1","Operation/Personnel Violations"
"12478","0","94","Illegal Search"
"12567","0","1","Operation/Personnel Violations"
"12933","0","5","Operation/Personnel Violations"
"13727","0","16","Operation/Personnel Violations"
"13915","0","16","Operation/Personnel Violations"
"14260","0","9","False Arrest"
"14431","0","3","Supervisory Responsibilities"
"14826","0","7","Lockup Procedures"
"16536","0","3","Operation/Personnel Violations"
"17222","0","5","Domestic"
"18120","0","4","Operation/Personnel Violations"
"18220","0","4","Bribery / Official Corruption"
"18369","0","15","Operation/Personnel Violations"
"18608","0","13","Use Of Force"
"18910","0","5","Supervisory Responsibilities"
"19055","0","4","Operation/Personnel Violations"
"19385","0","2","Operation/Personnel Violations"
"19554","1","20","Illegal Search"
"19554","1","20","Illegal Search"
"19763","0","8","Operation/Personnel Violations"
"19961","0","3","Illegal Search"
"20040","0","4","Supervisory Responsibilities"
"20541","0","5","Traffic"
"20878","0","2","Lockup Procedures"
"21236","0","3","Operation/Personnel Violations"
"21357","0","5","Illegal Search"
"22643","0","10","Operation/Personnel Violations"
"22824","0","18","Operation/Personnel Violations"
"22969","0","10","Use Of Force"
"23020","0","7","Operation/Personnel Violations"
"23041","0","3","Illegal Search"
"23101","0","4","Illegal Search"
"23234","0","7","Use Of Force"
"23254","0","13","Use Of Force"
"23761","0","47","Use Of Force"
"25521","0","22","Operation/Personnel Violations"
"25613","0","7","Use Of Force"
"26028","0","2","Operation/Personnel Violations"
"26124","0","30","Operation/Personnel Violations"
"26232","0","20","Use Of Force"
"26610","0","4","Operation/Personnel Violations"
"26638","0","1","Lockup Procedures"
"26941","0","13","Use Of Force"
"27229","0","14","Illegal Search"
"27349","0","11","Operation/Personnel Violations"
"27707","0","3","Operation/Personnel Violations"
"27860","0","26","Operation/Personnel Violations"
"27937","0","19","Operation/Personnel Violations"
"28383","0","13","Illegal Search"
"28604","0","12","Operation/Personnel Violations"
"28829","0","11","Operation/Personnel Violations"
"28862","0","1","Traffic"
"29123","0","18","Use Of Force"
"29491","0","5","False Arrest"
"29501","0","15","Operation/Personnel Violations"
"30689","0","11","Illegal Search"
"30785","0","8","Operation/Personnel Violations"
"30792","0","13","Operation/Personnel Violations"
"31543","0","1","Use Of Force"
"32108","0","38","Illegal Search"
"32336","0","79","Illegal Search"
"513","0","3","Conduct Unbecoming (Off-Duty)"
"828","0","8","Criminal Misconduct"
"1002","0","15","Operation/Personnel Violations"
"1607","0","4","Operation/Personnel Violations"
"1728","0","20","Operation/Personnel Violations"
"2982","0","15","Operation/Personnel Violations"
"3043","0","25","Use Of Force"
"3105","0","54","Operation/Personnel Violations"
"3306","1","11","Use Of Force"
"3343","0","2","Bribery / Official Corruption"
"3539","0","1","Use Of Force"
"3703","0","10","Operation/Personnel Violations"
"3754","0","2","Conduct Unbecoming (Off-Duty)"
"3820","0","17","Operation/Personnel Violations"
"4176","0","3","Operation/Personnel Violations"
"4511","0","3","Supervisory Responsibilities"
"5576","0","2","Operation/Personnel Violations"
"6785","0","4","Operation/Personnel Violations"
"7092","0","2","Conduct Unbecoming (Off-Duty)"
"7732","0","1","Operation/Personnel Violations"
"7815","0","27","Use Of Force"
"8087","0","2","Drug / Alcohol Abuse"
"8152","0","4","Operation/Personnel Violations"
"8321","0","22","Use Of Force"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8562","1","175","Illegal Search"
"8564","0","7","Operation/Personnel Violations"
"9122","0","12","Illegal Search"
"9584","0","5","Operation/Personnel Violations"
"9888","0","15","Illegal Search"
"10258","0","1","Operation/Personnel Violations"
"10547","0","25","Operation/Personnel Violations"
"11070","0","1","Domestic"
"11187","1","9","Operation/Personnel Violations"
"12066","0","1","Use Of Force"
"12173","0","1","Operation/Personnel Violations"
"12224","0","8","Use Of Force"
"12584","0","2","Operation/Personnel Violations"
"12597","0","1","Operation/Personnel Violations"
"13195","0","15","Operation/Personnel Violations"
"13306","0","12","Operation/Personnel Violations"
"13630","0","18","Operation/Personnel Violations"
"14207","0","3","Conduct Unbecoming (Off-Duty)"
"14670","0","6","Operation/Personnel Violations"
"15362","0","4","Lockup Procedures"
"16181","0","15","Operation/Personnel Violations"
"16468","0","4","Drug / Alcohol Abuse"
"16543","0","3","Illegal Search"
"16606","0","29","Operation/Personnel Violations"
"16817","0","7","Use Of Force"
"17190","0","7","Operation/Personnel Violations"
"17210","0","1","Operation/Personnel Violations"
"17321","0","2","Operation/Personnel Violations"
"17481","0","11","Operation/Personnel Violations"
"17654","0","7","Illegal Search"
"17657","0","17","Operation/Personnel Violations"
"18345","1","16","Illegal Search"
"18372","0","1","Use Of Force"
"18471","0","6","Operation/Personnel Violations"
"18698","0","21","Illegal Search"
"20061","0","6","Operation/Personnel Violations"
"20369","0","3","Illegal Search"
"20941","0","51","Operation/Personnel Violations"
"21239","0","15","Operation/Personnel Violations"
"21296","0","12","Use Of Force"
"21595","0","3","Illegal Search"
"22473","0","12","Operation/Personnel Violations"
"22476","0","5","Operation/Personnel Violations"
"22837","1","18","Use Of Force"
"22873","0","8","Operation/Personnel Violations"
"23215","0","4","Operation/Personnel Violations"
"23636","0","1","Use Of Force"
"23774","0","4","False Arrest"
"23953","0","41","Use Of Force"
"24176","0","12","Operation/Personnel Violations"
"24429","0","7","Operation/Personnel Violations"
"24533","0","6","Operation/Personnel Violations"
"25017","0","11","Operation/Personnel Violations"
"25043","0","8","Illegal Search"
"25149","0","33","Use Of Force"
"25411","0","1","Operation/Personnel Violations"
"25434","0","8","Operation/Personnel Violations"
"26316","0","4","Operation/Personnel Violations"
"26379","1","21","Use Of Force"
"26790","0","32","Illegal Search"
"26854","0","13","Illegal Search"
"27053","0","5","Lockup Procedures"
"27279","0","38","Use Of Force"
"27309","0","7","Operation/Personnel Violations"
"27361","0","1","Lockup Procedures"
"27729","0","16","Operation/Personnel Violations"
"27747","0","8","Operation/Personnel Violations"
"27921","0","27","Illegal Search"
"28265","0","8","Operation/Personnel Violations"
"29044","0","18","Use Of Force"
"29047","0","1","Conduct Unbecoming (Off-Duty)"
"29186","0","23","Illegal Search"
"30031","0","17","Verbal Abuse"
"30229","0","16","Illegal Search"
"30259","0","14","Operation/Personnel Violations"
"30266","0","3","Domestic"
"30514","0","4","Criminal Misconduct"
"30784","1","19","Use Of Force"
"30867","0","4","Operation/Personnel Violations"
"31584","1","22","Illegal Search"
"31595","0","15","Illegal Search"
"31696","0","4","Operation/Personnel Violations"
"31717","1","17","Illegal Search"
"31838","0","23","Illegal Search"
"31905","0","22","Use Of Force"
"32137","0","21","Illegal Search"
"144","0","3","Operation/Personnel Violations"
"388","0","8","Operation/Personnel Violations"
"412","0","3","Criminal Misconduct"
"417","0","24","Illegal Search"
"1571","0","3","Lockup Procedures"
"1710","0","9","Operation/Personnel Violations"
"1911","0","1","Operation/Personnel Violations"
"1956","0","18","Operation/Personnel Violations"
"2021","0","22","Use Of Force"
"2041","0","6","Operation/Personnel Violations"
"2192","0","1","Use Of Force"
"2526","0","20","Illegal Search"
"2798","1","9","Use Of Force"
"2953","0","8","Operation/Personnel Violations"
"3133","0","37","Operation/Personnel Violations"
"3437","0","9","Illegal Search"
"3655","0","3","Illegal Search"
"3698","0","17","Operation/Personnel Violations"
"3841","0","7","Criminal Misconduct"
"4171","0","10","Use Of Force"
"4229","0","1","Use Of Force"
"4307","0","2","Use Of Force"
"4462","0","1","False Arrest"
"4557","0","1","Domestic"
"4614","1","11","Operation/Personnel Violations"
"4614","1","11","Operation/Personnel Violations"
"5046","0","23","Use Of Force"
"5059","0","6","Use Of Force"
"5086","0","4","Operation/Personnel Violations"
"5673","0","7","Operation/Personnel Violations"
"6326","0","19","Operation/Personnel Violations"
"6549","0","5","Traffic"
"6731","0","4","Illegal Search"
"6864","0","3","False Arrest"
"7040","0","5","Domestic"
"7061","0","10","Operation/Personnel Violations"
"7729","0","31","Operation/Personnel Violations"
"8058","0","18","Lockup Procedures"
"8314","0","15","Operation/Personnel Violations"
"8572","0","17","Operation/Personnel Violations"
"9253","0","3","Use Of Force"
"9555","0","23","Operation/Personnel Violations"
"9565","0","20","Use Of Force"
"9648","0","27","Illegal Search"
"9938","0","4","Illegal Search"
"10183","0","9","Illegal Search"
"10565","0","11","Operation/Personnel Violations"
"10653","0","7","Operation/Personnel Violations"
"11480","0","9","Operation/Personnel Violations"
"12081","0","14","Operation/Personnel Violations"
"12316","0","9","Operation/Personnel Violations"
"12513","0","20","Illegal Search"
"12870","0","5","Operation/Personnel Violations"
"13856","0","25","Use Of Force"
"14019","0","1","Lockup Procedures"
"14433","0","7","Operation/Personnel Violations"
"14860","0","10","Operation/Personnel Violations"
"15021","0","6","Operation/Personnel Violations"
"15054","0","4","Operation/Personnel Violations"
"15381","0","2","Operation/Personnel Violations"
"15503","0","15","Operation/Personnel Violations"
"16397","0","9","Use Of Force"
"16548","0","6","Illegal Search"
"16602","0","6","Operation/Personnel Violations"
"16688","0","4","Illegal Search"
"16882","0","12","Operation/Personnel Violations"
"17075","0","5","Operation/Personnel Violations"
"17322","0","20","Operation/Personnel Violations"
"17353","0","1","Verbal Abuse"
"17759","0","12","Operation/Personnel Violations"
"17855","0","11","Operation/Personnel Violations"
"18070","0","1","Verbal Abuse"
"18118","0","6","Operation/Personnel Violations"
"18189","0","4","Operation/Personnel Violations"
"18287","0","1","Lockup Procedures"
"18381","0","2","Operation/Personnel Violations"
"19395","0","8","Operation/Personnel Violations"
"19541","0","2","Criminal Misconduct"
"20247","0","1","Lockup Procedures"
"20479","0","6","Operation/Personnel Violations"
"20485","0","1","Use Of Force"
"20564","0","24","Conduct Unbecoming (Off-Duty)"
"20757","0","14","Use Of Force"
"21367","0","1","Use Of Force"
"21919","0","2","Criminal Misconduct"
"22006","0","5","Use Of Force"
"22326","0","2","Use Of Force"
"22330","0","2","Operation/Personnel Violations"
"22338","0","1","Conduct Unbecoming (Off-Duty)"
"22388","0","7","Operation/Personnel Violations"
"22614","0","34","Illegal Search"
"22815","0","8","Operation/Personnel Violations"
"22904","0","8","Operation/Personnel Violations"
"23132","1","20","Use Of Force"
"23132","1","20","Use Of Force"
"23633","0","44","Use Of Force"
"24014","0","6","Operation/Personnel Violations"
"24091","0","4","Use Of Force"
"24348","0","2","Illegal Search"
"24349","0","23","Illegal Search"
"24353","1","12","Illegal Search"
"24992","0","4","Criminal Misconduct"
"25110","0","1","Verbal Abuse"
"25131","0","24","Use Of Force"
"25619","0","16","Operation/Personnel Violations"
"25774","0","12","Use Of Force"
"26089","0","6","Operation/Personnel Violations"
"26179","0","9","Use Of Force"
"26421","0","31","Operation/Personnel Violations"
"26482","0","17","Operation/Personnel Violations"
"26758","0","1","Drug / Alcohol Abuse"
"26907","0","29","Illegal Search"
"27090","0","18","Operation/Personnel Violations"
"28677","0","2","Traffic"
"29268","0","10","Operation/Personnel Violations"
"29905","0","1","Use Of Force"
"29980","0","10","Conduct Unbecoming (Off-Duty)"
"29998","0","3","Supervisory Responsibilities"
"30826","0","9","Verbal Abuse"
"30935","0","7","Operation/Personnel Violations"
"30944","0","1","Operation/Personnel Violations"
"31124","0","2","Supervisory Responsibilities"
